Channel;Region;Selected Month;Call Timestamp;Id;Month;Response Time;% Met or Above SLA;Met SLA;Number of Calls;SLA Difference to Target;SLA Target Tick +ve
Call-Center;East;True;26/11/2020;7603;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;17/11/2020;9686;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;17/11/2020;9686;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;12/11/2020;9888;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;3/11/2020;10119;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;3/11/2020;10119;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;4/11/2020;8437;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;25/11/2020;217;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;27/11/2020;11656;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;14/11/2020;9146;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;14/11/2020;9146;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;24/11/2020;5266;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;25/11/2020;20071;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;21/11/2020;8584;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;7/11/2020;11380;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;14/11/2020;6626;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;4/11/2020;5239;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;27/11/2020;12551;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;29/11/2020;12005;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;19/11/2020;472;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;15/11/2020;3047;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;1/11/2020;5932;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;1/11/2020;5932;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;27/11/2020;10948;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;27/11/2020;10948;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;27/11/2020;10689;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;4/11/2020;770;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;4/11/2020;770;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;20/11/2020;5176;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;25/11/2020;137;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;6/11/2020;6672;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;28/11/2020;30251;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;5/11/2020;335;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;12/11/2020;10951;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;29/11/2020;3983;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;24/11/2020;271;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;25/11/2020;11746;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;25/11/2020;11746;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;22/11/2020;12853;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;22/11/2020;3764;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;13/11/2020;5111;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;14/11/2020;122;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;24/11/2020;10240;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;26/11/2020;7854;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;27/11/2020;9614;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;29/11/2020;10487;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;11/11/2020;4559;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;22/11/2020;11837;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;22/11/2020;4877;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;22/11/2020;4877;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;22/11/2020;9664;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;22/11/2020;9664;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;22/11/2020;1337;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;25/11/2020;2765;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;25/11/2020;2765;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;25/11/2020;62;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;25/11/2020;4860;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;25/11/2020;4860;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;7/11/2020;12159;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;8/11/2020;7927;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;8/11/2020;7927;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;21/11/2020;15203;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;24/11/2020;12209;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;29/11/2020;11397;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;27/11/2020;2679;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;East;True;11/11/2020;2549;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;16/11/2020;31887;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;1/11/2020;2466;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;27/11/2020;8478;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;14/11/2020;5704;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;24/11/2020;9434;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;20/11/2020;1836;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;20/11/2020;1836;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;7/11/2020;7167;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;19/11/2020;4254;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;13/11/2020;2320;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;13/11/2020;2320;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;29/11/2020;5316;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;8/11/2020;10406;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;19/11/2020;11684;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;8/11/2020;2328;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;25/11/2020;5619;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;25/11/2020;8479;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;25/11/2020;8479;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;7/11/2020;4840;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;25/11/2020;3434;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;28/11/2020;11732;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;4/11/2020;1561;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;11/11/2020;9944;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;19/11/2020;1697;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;11/11/2020;8559;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;14/11/2020;1139;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;7/11/2020;12758;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;7/11/2020;12758;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;22/11/2020;19;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;22/11/2020;19;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;11/11/2020;1321;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;10/11/2020;12278;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;10/11/2020;12278;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;14/11/2020;4307;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;29/11/2020;2865;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;17/11/2020;8308;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;14/11/2020;2813;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;28/11/2020;5696;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;6/11/2020;9812;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;6/11/2020;9812;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;25/11/2020;8788;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;15/11/2020;5763;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;21/11/2020;2906;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;7/11/2020;998;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;25/11/2020;12073;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;25/11/2020;23054;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;29/11/2020;11021;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;25/11/2020;24871;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;6/11/2020;11085;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;6/11/2020;11085;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;21/11/2020;8027;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;21/11/2020;8517;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;10/11/2020;1115;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;10/11/2020;1115;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;7/11/2020;5376;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;13/11/2020;25366;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;3/11/2020;7592;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;18/11/2020;5083;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;17/11/2020;1211;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;3/11/2020;9794;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;28/11/2020;2631;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;28/11/2020;2631;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;15/11/2020;4214;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;14/11/2020;2642;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;28/11/2020;1977;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;3/11/2020;1773;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;11/11/2020;3105;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;11/11/2020;3105;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;3/11/2020;580;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;3/11/2020;580;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;21/11/2020;12261;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;27/11/2020;11478;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;7/11/2020;11498;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;7/11/2020;11498;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;11/11/2020;2841;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;8/11/2020;11994;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;25/11/2020;1154;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;27/11/2020;12176;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;29/11/2020;8822;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;15/11/2020;5024;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;14/11/2020;11921;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;18/11/2020;9417;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;15/11/2020;4458;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;15/11/2020;4458;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;26/11/2020;6727;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;1/11/2020;8236;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;3/11/2020;1463;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;14/11/2020;8102;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;28/11/2020;2768;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;25/11/2020;8290;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;25/11/2020;8290;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;25/11/2020;1744;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;South;True;28/11/2020;4071;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;3/11/2020;6279;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;3/11/2020;6279;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;7/11/2020;5519;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;7/11/2020;5519;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;24/11/2020;8672;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;1/11/2020;10829;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;7/11/2020;4082;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;29/11/2020;9505;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;20/11/2020;4189;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;7/11/2020;4567;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;7/11/2020;3858;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;7/11/2020;3858;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;21/11/2020;9345;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;14/11/2020;10983;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;17/11/2020;4330;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;10/11/2020;701;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;10/11/2020;7090;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;29/11/2020;11853;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;26/11/2020;3064;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;10/11/2020;8043;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;7/11/2020;12836;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;19/11/2020;2003;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;22/11/2020;925;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;25/11/2020;7250;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;25/11/2020;7250;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;29/11/2020;8020;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;5/11/2020;12602;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;5/11/2020;12602;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;7/11/2020;2430;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;8/11/2020;8325;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;19/11/2020;7737;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;24/11/2020;5616;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;12/11/2020;9105;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;26/11/2020;9194;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;14/11/2020;8826;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;14/11/2020;8826;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;21/11/2020;1607;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;21/11/2020;1607;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;22/11/2020;5913;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;27/11/2020;8987;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;24/11/2020;8016;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;1/11/2020;3336;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;11/11/2020;9109;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;28/11/2020;1083;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;28/11/2020;3112;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;1/11/2020;27809;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;19/11/2020;16828;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;28/11/2020;2098;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;28/11/2020;2098;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;5/11/2020;2011;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;24/11/2020;4965;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;18/11/2020;4013;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;28/11/2020;63;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;21/11/2020;2746;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;21/11/2020;2746;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;1/11/2020;1897;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;7/11/2020;28620;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;10/11/2020;17639;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;3/11/2020;2317;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;1/11/2020;11280;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;1/11/2020;11280;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;10/11/2020;6567;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;17/11/2020;2042;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;7/11/2020;5974;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;19/11/2020;1229;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;17/11/2020;6573;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;17/11/2020;6573;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;4/11/2020;11345;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;17/11/2020;12044;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;17/11/2020;3678;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;3/11/2020;6295;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;3/11/2020;6295;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;21/11/2020;15189;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;10/11/2020;2751;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;21/11/2020;7961;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;29/11/2020;11725;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;21/11/2020;6996;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;21/11/2020;9619;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;21/11/2020;9619;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;West;True;13/11/2020;13093;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;15/11/2020;3871;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;15/11/2020;3871;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;15/11/2020;31520;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;5/11/2020;11192;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;1/11/2020;2821;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;11/11/2020;12879;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;17/11/2020;6042;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;25/11/2020;10905;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;3/11/2020;11333;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;25/11/2020;22314;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;25/11/2020;22314;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;21/11/2020;4578;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;14/11/2020;12421;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;18/11/2020;17;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;7/11/2020;11743;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;14/11/2020;4104;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;27/11/2020;3008;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;28/11/2020;3825;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;28/11/2020;3825;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;17/11/2020;10837;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;25/11/2020;12932;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;30/11/2020;14793;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;4/11/2020;1889;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;28/11/2020;570;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;22/11/2020;9717;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;5/11/2020;8994;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;8/11/2020;5624;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;27/11/2020;1742;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;28/11/2020;8575;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;14/11/2020;6443;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;28/11/2020;5373;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;3/11/2020;19022;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;7/11/2020;30003;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;7/11/2020;30003;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;19/11/2020;6138;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;25/11/2020;7464;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;6/11/2020;12628;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;3/11/2020;8164;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;29/11/2020;10296;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;25/11/2020;9227;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;14/11/2020;5253;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;18/11/2020;10121;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;18/11/2020;10121;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;1/11/2020;2862;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;1/11/2020;2862;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;1/11/2020;582;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;5/11/2020;7005;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;12/11/2020;11904;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;4/11/2020;10215;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;4/11/2020;10215;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;12/11/2020;10405;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;29/11/2020;5342;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;29/11/2020;5342;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;5/11/2020;642;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;22/11/2020;6993;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;17/11/2020;6481;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;17/11/2020;6481;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;25/11/2020;2107;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;7/11/2020;1232;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;28/11/2020;5026;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;10/11/2020;4185;1/11/2020;Above SLA;100%;1;1;28%;✓
Call-Center;Central;True;11/11/2020;9218;1/11/2020;Above SLA;100%;1;1;28%;✓
